row_num,shop,schedule,time,product,content_type,topic,title,url,creator,status,date,post,path,note,recorder,editor,actor,voice_over,script,vv,revenue,shares,comments,engagement_rate,ctor,media_url,content_status,publish_status,remark,tiktok_eloop,facebook_eloop,instagram_eloop,youtube_eloop,tiktok_moov,facebook_moov,youtube_moov,instagram_moov,notified
,Moov,1/3/2026,12:00:00,VH03,Review,VH03 ที่ติดมือถือแบบแม่เหล็ก ติดได้ทุกที่,,https://www.tiktok.com/@moovthailand/video/7590646540767710471,Yung,Done,12/3/2025,Kukkik,/Volumes/graphic/_Video Content/Short Video/2025/Moov/12_DEC/Moov VH03.mp4',,Yung,Yung,Yung,Yung,,,,,,,,,,,,,,,,,,,,
,Moov,,,,,,,,Guild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moov,,,,,,,,Nu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moov,,,,,,,,Wasu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moov,1/2/2026,13:00:00,SP01,,"Moov SP01 ลำโพงเสียงสเตอริโอ
#Moovthailand #SP01 #บลูทูธลําโพง #สเตอริโอบลูทูธ ",,https://www.tiktok.com/@moovthailand/video/7590647407235386642,Moth,Done,1/4/2026,Kukkik,/Volumes/graphic/_Video Content/Short Video/2025/Moov/12_DEC/SP01.mp4',,,,,,,,,,,,,,,,,,,,,,,,,
,Moov,,,,,,,,Ann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-11 Jan                                                                                                                                                                                          ,EloopTH,,,,,,,,Ann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,,,,,,Moth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,,,,,,Yung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EloopTH,1/7/2026,12:00:00,EW71,Review,EW71 แบตสำรองที่มีไฟในตัว,,https://www.tiktok.com/@eloopth/video/7591822161665363218,Guild,Done,1/7/2026,Guild,/Volumes/graphic/_Video Content/Short Video/2026/Eloop/01_JAN/Review EW71_1.mp4',,Guild,Guild,Guild,Guild,,,,,,,,,,,,,,,,,,,,
,EloopTH,1/6/2026,12:00:00,C31T S6,Review,"ชุดชาร์จเร็ว C31T และ S6
#orsenbyeloop #สายชาร์จเร็ว #สายชาร์จ240w #หัวชาร์จพร้อมสายชาร์จ #หัวชาร์จ ",,https://www.tiktok.com/@eloopth/video/7592140495942454546,Nu,Done,1/6/2026,Kukkik,/Volumes/graphic/_Video Content/Short Video/2026/Eloop/01_JAN/C31T เเละ S6.mp4',,Nu,Nu,Nu,Ai,,,,,,,,,,,,,,,,,,,,
,Moov,1/5/2026,19:30:00,FG03,Review,มือใหม่หัดติดฟิล์มมือถือ ติดฟิล์มเองยากไหม ? #Moovthailand #FG03 #ฟิล์มมือถือ #ติดฟิล์มโทรศัพท์ #ฟิล์มเต็มจอ ,,https://www.tiktok.com/@moovthailand/video/7591754837306477831,Yung,Done,1/5/2026,Kukkik,/Volumes/graphic/_Video Content/Short Video/2025/Moov/12_DEC/ติดฟิล์มเองยากไหม .mp4',,Ann,Yung,Yung,Yung,,,,,,,,,,,,,,,,,,,,
,Moov,1/7/2026,10:00:00,CP01 CP03,Review,"CP01 กับ CP03 ต่างกันยังไง?
#CP01 #Moovthailand #เคสไอแพดมีที่เก็บปากกา #เคสไอแพดกันกระแทก #ipad #ไอแพด #CP03 ",,https://www.tiktok.com/@moovthailand/video/7592449023294868748,Yung,Done,1/7/2026,Kukkik,/Volumes/graphic/_Video Content/Short Video/2025/Moov/12_DEC/CP01 กับ CP03 ต่างกันยังไง.mp4',,Nu,Yung,Yung,Yung,,,,,,,,https://drive.google.com/file/d/1g4CQA3hwqJN7F1lwAKRH1-OOS-D_gUem/view?usp=drive_link,Error,Success,Upload Success,,,,,https://platform.postiz.com/p/cmk2hbrcq00ikrw0yknymuo1c?share=true,https://platform.postiz.com/p/cmk2hc0qo00inrw0yh0ubuy0l?share=true,,,
,Moov,1/10/2026,12:00:00,CB14,Review,"ใหม่! สายชาร์จ 240W
#Moovthailand #CB14 #lสายชาร์จ #สายชาร์จ240W #สายชาร์จ4in1",,https://www.tiktok.com/@moovthailand/video/7593593382631443723,Yung,Done,1/10/2026,Kukkik,/Volumes/graphic/_Video Content/Short Video/2025/Moov/12_DEC/CB14 240W.mp4',,Nu,Yung,Yung,Yung,,,,,,,,https://drive.google.com/file/d/11zTArNFwKLO8jOlkvgX-4S2z0GAg258f/view?usp=drive_link,Error,Success,Upload Success,,,,,https://platform.postiz.com/p/cmk2hcovy00iqrw0yr9xbys02?share=true,https://platform.postiz.com/p/cmk2hcybs00irrw0yympar9n7?share=true,,,
,Moov,,,,,,,,Guild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moov,1/10/2026,12:00:00,CP03,Review,CP03 เคสไอแพด เอาใจสายบริ้ง สลับมีใช้ได้เลย! #MoovThailand  #เคสไอแพด #ipad #ipadpro #ไอแพด,,https://www.tiktok.com/@moovthailand/video/7593593270631009548,Nu,Done,1/11/2026,Kukkik,/Volumes/graphic/_Video Content/Short Video/2026/Moov/01_JAN/CP03 Blackpink.mp4',,Nu,Nu,Yung,Yung,,,,,,,,https://drive.google.com/file/d/1ZmppOPCmzFNPlS60BAdXRJCSBj0zMiub/view?usp=drive_link,Error,Success,Upload Success,,,,,https://platform.postiz.com/p/cmk6rmlks00aho10y2hm13aej?share=true,https://platform.postiz.com/p/cmk6rmtp300amo10y37u20msd?share=true,,,
,Moov,,,"1 WB02

2 สายชาร์จ CB06

3 FG02

4 LP01

5 CS02",Review,รวม 5 อุปกรณ์เสริมมือถือ Moov ในปี 2025 #ซองกันน้ําสงกรานต์ #สายชาร์จ #ฟิล์มกันรอย #แบรนด์Moov ,,https://www.tiktok.com/@moovthailand/video/7592065817974492424,Wasu,Done,1/6/2026,Wasu,/Volumes/graphic/_Video Content/Short Video/2026/Moov/01_JAN/TT-MV-รวม top 5 อุปกรณ์เสริมมือถือขายดี 2025 /TT-MV-รวม top 5 อุปกรณ์เสริมมือถือขายดี 2025 .mp4',,Wasu,Wasu,Wasu,Wasu,,,,,,,,,,,,,,,,,,,,
,Moov,,,WS01,Review,เริ่ม #ฟิตเนส หาสายนาฬิกาที่ไม่ค่อยมีกลิ่นอับมาก #MoovThailand #สายapplewatch #กลิ่นอับ,,,Wasu,Done,1/7/2026,Wasu,/Volumes/graphic/_Video Content/Short Video/2026/Moov/01_JAN/TT-WS01-ออกกำลังกาย/TT-WS01-ออกกำลังกาย.mp4',,Wasu,Wasu,Wasu,Wasu,,,,,,,,,,,,,,,,,,,,
,Moov,1/11/2026,20:00:00,CS16,Review,เคสที่เปลี่ยนมือถือเก่า ให้เหมือน iPhone 17 Pro  #MoovThailand #iphone #เคสไอโฟน #ไอโฟน #caseiphone17,,https://www.tiktok.com/@moovthailand/video/7594088350282206476,Moth,Done,1/11/2026,Kukkik,/Volumes/graphic/_Video Content/Short Video/2026/Moov/01_JAN/CS16.mp4',,Nu,Moth,Nu,Ai,,,,,,,,https://drive.google.com/file/d/1W6kD7MRfKhJ1gJWi6NMO8zX94gfkVppe/view?usp=drive_link,Error,Success,Upload Success,,,,,https://platform.postiz.com/p/cmk6rngei00aso10ywxf2tet7?share=true,https://platform.postiz.com/p/cmk6rnohj00auo10y60gbnaxr?share=true,,,
,Moov,,,,,,,,Ann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 - 18 Jan                                                                                                                                                                                          ,EloopTH,,,,,,,,Ann,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,,,,,,Moth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EloopTH,1/17/2026,10:00:00,EW55,Review,"EW55 vs E59
#orsenbyeloop #eloopของแท้ #E59 #พาวเวอร์แบงค์ #powerbank20000mah  #พาวเวอร์มีสายในตัว",,,Yung,Reject,1/17/2026,Kukkik,/Volumes/graphic/_Video Content/Short Video/2026/Eloop/01_JAN/E59vsE59.mp4',แก้ไข ลงใหม่,Nu,Yung,Yung,Yung,,,,,,,,https://drive.google.com/file/d/1PSd-E_PznEMRHh8TqmRe0hpuLFXTBXF0/view?usp=drive_link,Error,Success,Upload Success,https://platform.postiz.com/p/cmkfc9lmr02wls30yq5voj6vs?share=true,https://platform.postiz.com/p/cmkfc9tpm02wqs30yutgcm7li?share=true,https://platform.postiz.com/p/cmkfc9tpm02wqs30yutgcm7li?share=true,https://platform.postiz.com/p/cmkfc9tpm02wqs30yutgcm7li?share=true,,,,,
,EloopTH,1/15/2026,12:00:00,,Educate ,"หยุดฟังก่อน 3 ข้อควรระวัง
#orsenbyeloop #eloopของแท้ #แบตสำรองของแท้ #พาวเวอร์แบงค์",,https://www.tiktok.com/@eloopth/video/7595448746918432056,Yung,Done,1/15/2026,Kukkik,/Volumes/graphic/_Video Content/Short Video/2026/Eloop/01_JAN/หยุดฟังก่อนครับ.mp4',,Yung,Yung,Milk,Milk,,,,,,,,https://drive.google.com/file/d/1DkJcqaioAWLWLuuZ6Rcg_cVPvSaoIeYt/view?usp=drive_link,Error,Success,Upload Success,https://platform.postiz.com/p/cmkdwtq4e00tbs30yj1q1g01l?share=true,https://platform.postiz.com/p/cmkdwty8e00tcs30yp699mxc1?share=true,https://platform.postiz.com/p/cmkdwty8e00tcs30yp699mxc1?share=true,https://platform.postiz.com/p/cmkdwty8e00tcs30yp699mxc1?share=true,,,,,
,EloopTH,1/12/2026,12:00:00,S12,Review,รีวิวสายชาร์จเร็ว S12,,https://www.tiktok.com/@eloopth/video/7591822865088007431,Guild,Done,1/12/2026,Guild,/Volumes/graphic/_Video Content/Short Video/2026/Eloop/01_JAN/Review ​S12_1.mp4',,Guild,Guild,Guild,Guild,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,C31T,Review,หัวชาร์จ C31T,,https://www.tiktok.com/@eloopth/video/7591823795988466952,Guild,Done,1/14/2026,Guild,/Volumes/graphic/_Video Content/Short Video/2026/Eloop/01_JAN/Review ​C31T_1.mp4',,Guild,Guild,Guild,Guild,,,,,,,,,,,,,,,,,,,,
,EloopTH,1/16/2026,12:00:00,EW31,Review,"จิ๋วแต่แจ๋ว EW31 ชาร์จได้หลายอุปกรณ์
#orsenbyeloop #eloopของแท้  #พาวเวอร์แบงค์ #EW31 #แบตสำรองชาร์จไร้สาย",,https://www.tiktok.com/@eloopth/video/7595784485753457938,Nu,Done,1/15/2026,Kukkik,/Volumes/graphic/_Video Content/Short Video/2026/Eloop/01_JAN/EW31 จิ๋วเเต่เเจ๋ว.mp4',,Nu,Nu,Nu,Ai,,,,,,,,,,,,,,,,,,,,
,EloopTH,1/16/2026,,,Campaign,"🧧🪭ใครว่าอั่งเปาต้องรอถึงตรุษจีน EloopTH จัดให้! แจกอั่งเปาสุดปังก่อนใคร✨ 
#eloopthailand #eloop#orsenbyeloop #tiktokshop #tiktoklive ",,https://www.tiktok.com/@eloopth/video/7595779837139094802,Yung,Done,1/15/2026,Perth,/Volumes/graphic/_Video Content/Short Video/2026/Eloop/01_JAN/รับอั่งเปา.mp4',,Yung,Yung,OAT,,,,,,,,,,,,,,,,,,,,,
,Moov,1/12/2026,12:00:00,CS16,Review,"เคสใหม่ เปลี่ยนมือถือเป็น iPhone 17 ProMax
#MoovThailand  #CS16 #เคสไอโฟน #ไอโฟน17",,https://www.tiktok.com/@moovthailand/video/7594088350282206476,Yung,Done,1/12/2026,Kukkik,/Volumes/graphic/_Video Content/Short Video/2026/Moov/01_JAN/CS16 เปลี่ยนโฉม.mp4',,Nu,Yung,Yung,Yung,,,,,,,,https://drive.google.com/file/d/18W56aoqpIgz9y7T1GcSYMNX1pOxM9fE_/view?usp=drive_link,Error,Success,Upload Success,,,,,https://platform.postiz.com/p/cmk4v0vjj0019p10yjryejq4z?share=true,https://platform.postiz.com/p/cmk4v13i7001ap10y8mxaff62?share=true,,,
,Moov,1/14/2026,10:00:00,CS12 CS16 CS15 CS09,Review,"เคสเอาใจคนชอบสีส้ม ยกส้มมาทั้งสวน
#MoovThailand #เคสไอโฟน #ไอโฟน17 #เคสสีส้ม #iphone",,https://www.tiktok.com/@moovthailand/video/7595046654579854604,Yung,Done,1/14/2026,Kukkik,/Volumes/graphic/_Video Content/Short Video/2026/Moov/01_JAN/รวมเคส 4 รุ่น.mp4',,Nu,Yung,Yung,Yung,,,,,,,,https://drive.google.com/file/d/1fJR9qlkFVbqZDayQUiVMCx1-ST22tT4Z/view?usp=drive_link,Error,Success,Upload Success,,,,,https://platform.postiz.com/p/cmkaktkkq019kre0y10o416xz?share=true,https://platform.postiz.com/p/cmkaktsp7019mre0yc2trassc?share=true,,,
,Moov,1/16/2026,19:30:00,CS07 CS11 CS13 CP03,Review,"เคสสีชมพู ให้สมกับวันวาเลนไทน์
#MoovThailand #เคสไอโฟน #ไอโฟน17 #วาเลนไทน์ #ของขวัญ",,https://www.tiktok.com/@moovthailand/video/7595935698679778616,Nu,Done,1/16/2026,Kukkik,/Volumes/graphic/_Video Content/Short Video/2026/Moov/01_JAN/วาเลนไทน์ปีนี้เธอไปกับ Moov.mp4',,Guild,Nu,Nu,Ai,,,,,,,,https://drive.google.com/file/d/1RCTW0DWDYlxOAhHrCCTpeORgkP4rqjYg/view?usp=drive_link,Error,Success,Upload Success,,,,,https://platform.postiz.com/p/cmkfcam8m02wws30y6r3kaq2f?share=true,https://platform.postiz.com/p/cmkfcaubf02wxs30yza25d3wg?share=true,,,
,Moov,,,,,,,,Nu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moov,,,FG03,Review,#ฟิล์มกันมอง ติดทำไม #Moovthailand #FG03 #Moov,,https://www.tiktok.com/@moovthailand/video/7594777686711520529,Wasu,Done,1/13/2026,Wasu,/Volumes/graphic/_Video Content/Short Video/2026/Moov/01_JAN/TT-FG03-กลัวติดฟิล์มทำไม/TT-FG03-กลัวติดฟิล์มทำไม.mp4',,Wasu,Wasu,Wasu,Wasu,,,,,,,,,,,,,,,,,,,,
,Moov,,,CW01,Review,บางๆ เคสที่เหมือนไม่ใส่ #เคสAppleWatch #Moov #CW01AppleWatch #Case,,https://www.tiktok.com/@moovthailand/video/7595446546624253201,Wasu,Done,1/14/2026,Wasu,/Volumes/graphic/_Video Content/Short Video/2026/Moov/01_JAN/TT-CW01-บางๆ กันดีกว่า เคสที่เหมือนไม่ได้ใส่! ',,Wasu,Wasu,Wasu,Wasu,,,,,,,,,,,,,,,,,,,,
,Moov,,,,,,,,Ann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 - 25 Jan                                                                                                                                                                                          ,EloopTH,1/21/2026,10:00:00,E29 E29U EW55 EW31 E33line,Review,"5 รุ่นขายดี ปี 2025
#orsenbyeloop #eloopของแท้ #EW55 #E29 #พาวเวอร์แบงค์ ",,https://www.tiktok.com/@eloopth/video/7597361592056958216,Ann,Done,1/21/2026,Kukkik,/Volumes/graphic/_Video Content/Short Video/2026/Eloop/01_JAN/5-Eloop.mp4',,Ann,Ann,Namfha,Namfha,,,,,,,,,,,,,,,,,,,,
,EloopTH,1/22/2026,10:30:00,EW55,Review,"EW55 ตัวอัปเดต มีอะไรเปลี่ยนบ้าง
#orsenbyeloop #eloopของแท้ #EW55  #พาวเวอร์แบงค์ #พาวเวอร์แบงค์ชาร์จไร้สาย ",,https://www.tiktok.com/@eloopth/video/7598023099518307595,Moth,Done,1/22/2026,Kukkik,/Volumes/graphic/_Video Content/Short Video/2026/Eloop/01_JAN/EW55-NEW.mp4',,Nu,Moth,Moth,Moth,,,,,,,,https://drive.google.com/file/d/16brtP1gk4ocVT26LpPcPbQ0irZx1PtL2/view?usp=drive_link,Error,Success,Upload Success,https://platform.postiz.com/p/cmkmhgtel02kgo60y9qobv2l5?share=true,https://platform.postiz.com/p/cmkmhh1hc02kio60yib27e9s1?share=true,https://platform.postiz.com/p/cmkmhh1hc02kio60yib27e9s1?share=true,https://platform.postiz.com/p/cmkmhh1hc02kio60yib27e9s1?share=true,,,,,
,EloopTH,1/25/2026,100:00:00,E33 Line,Review,"E33 Line มีสายในตัว
#orsenbyeloop #eloopของแท้ #E33  #พาวเวอร์แบงค์ #พาวเวอร์พกพา  #พาวเวอร์มีสายในตัว",,,Yung,Reject,1/25/2026,Kukkik,/Volumes/graphic/_Video Content/Short Video/2026/Eloop/01_JAN/E33line มีสายในตัว.mp4',คริปไม่มา ลงใหม่,Nu,Yung,Yung,Yung,,,,,,,,https://drive.google.com/file/d/12XToYXGGzqBqInnSGs8LBRk5Pz0yF-9F/view?usp=drive_link,Error,Success,Upload Success,https://platform.postiz.com/p/cmkpccyd302rhlj0yxsyq80rj?share=true,https://platform.postiz.com/p/cmkpcd6g702rklj0yo1oj8j4d?share=true,https://platform.postiz.com/p/cmkpcd6g702rklj0yo1oj8j4d?share=true,https://platform.postiz.com/p/cmkpcd6g702rklj0yo1oj8j4d?share=true,,,,,
,EloopTH,1/24/2026,11:00:00,EW55,Review,"EW55 ชาร์จพร้อมกันได้มั้ย
#orsenbyeloop #eloopของแท้ #EW55  #พาวเวอร์แบงค์ #พาวเวอร์แบงค์ชาร์จไร้สาย ",,https://www.tiktok.com/@eloopth/video/7598772962023460152,Yung,Done,1/24/2026,Kukkik,/Volumes/graphic/_Video Content/Short Video/2026/Eloop/01_JAN/EW55ชาร์จพร้อมกัน .mp4',,Nu,Yung,Yung,Yung,,,,,,,,https://drive.google.com/file/d/1AYVvfwDP5tY32nmKXXfqGr3f0HFND2OG/view?usp=drive_link,Error,Success,Upload Success,https://platform.postiz.com/p/cmkmhi03x02kqo60ym35l5st3?share=true,https://platform.postiz.com/p/cmkmhi87802kso60ypw3pk2eu?share=true,https://platform.postiz.com/p/cmkmhi87802kso60ypw3pk2eu?share=true,https://platform.postiz.com/p/cmkmhi87802kso60ypw3pk2eu?share=true,,,,,
,EloopTH,1/19/2026,,EW55 E59,Review,"EW55 vs E59
#orsenbyeloop #eloopของแท้ #E59 #พาวเวอร์แบงค์ #powerbank20000mah  #พาวเวอร์มีสายในตัว",,https://www.tiktok.com/@eloopth/video/7596958730558721298,Yung,Done,1/19/2026,Ann,/Volumes/graphic/_Video Content/Short Video/2026/Eloop/01_JAN/E59vsE59.mp4',ลงใหม่,Nu,Yung,Yung,Yung,,,,,,,,,,,,,,,,,,,,
,EloopTH,1/19/2026,12:00:00,E67L,Review,รีวิว E67L,,https://www.tiktok.com/@eloopth/video/7593273921613614343,Guild,Done,1/19/2026,Guild,/Volumes/graphic/_Video Content/Short Video/2026/Eloop/01_JAN/Review ​E67L_1.mp4',,Guild,Guild,Guild,Guild,,,,,,,,,,,,,,,,,,,,
,EloopTH,1/20/2026,12:00:00,,Campaign,โปรโมท Tiktok Samday,,https://www.tiktok.com/@eloopth/video/7597000398779469063,Guild,Done,1/20/2026,Guild,/Volumes/graphic/_Video Content/Short Video/2026/Eloop/01_JAN/TT Sameday_1.mp4',,Guild,Guild,Guild,Guild,,,,,,,,,,,,,,,,,,,,
,EloopTH,1/20/2026,10:00:00,EW55,Review,"EW55 พาวเวอร์เเบงค์ยอดฮิต
#orsenbyeloop #eloopของแท้ #EW55 #พาวเวอร์แบงค์ #powerbank20000mah  #ชาร์จไร้สาย",,https://www.tiktok.com/@eloopth/video/7597273092737551627,Nu,Done,1/20/2026,Kukkik,/Volumes/graphic/_Video Content/Short Video/2026/Eloop/01_JAN/EW55 พาวเวอร์เเบงค์ยอดฮิต.mp4',,Nu,Nu,Nu,Ai,,,,,,,,https://drive.google.com/file/d/1EFfbkW7lwCc4nCWNBvYf0EKcdA0hH6uv/view?usp=drive_link,Error,Success,Upload Success,https://platform.postiz.com/p/cmkl213rl005mo60y3t7wo3tg?share=true,https://platform.postiz.com/p/cmkl21bu4005no60y0gv08og2?share=true,https://platform.postiz.com/p/cmkl21bu4005no60y0gv08og2?share=true,https://platform.postiz.com/p/cmkl21bu4005no60y0gv08og2?share=true,,,,,
,EloopTH,1/19/2026,,,Viral,ลือ iPhone 18,,https://www.tiktok.com/@eloopth/video/7596916624930639122,View,Done,1/19/2026,View,,,View,View,,,,,,,,,,,,,,,,,,,,,,
,Moov,1/19/2026,,WC01,Review,Unbox WC01 เคส AP Watch,,https://www.tiktok.com/@moovthailand/video/7597002211993865490,Guild,Done,1/19/2026,Guild,/Volumes/graphic/_Video Content/Short Video/2026/Moov/01_JAN/Moov CW01_1.mp4',,Guild,Guild,Guild,Music,,,,,,,,,,,,,,,,,,,,
,Moov,,,,,,,,Yung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moov,,,,,,,,Nu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moov,,,,,,,,Nu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moov,,,LP03,Review,วิธีแกะฟิล์มเลนส์กล้อง,,https://www.tiktok.com/@moovthailand/video/7598007374141541639,Wasu,Done,1/22/2026,Wasu,/Volumes/graphic/_Video Content/Short Video/2026/Moov/01_JAN/TT-LP03-UGC มาสอนเพื่อนๆติดฟิล์มกันอีกสักรอบ/TT-LP03-UGC มาสอนเพื่อนๆติดฟิล์มกันอีกสักรอบ.mp4',,Wasu,Wasu,Wasu,Wasu,,,,,,,,,,,,,,,,,,,,
,Moov,,,FG03,Review,ปิดตาติดฟิล์ม,,https://www.tiktok.com/@moovthailand/video/7598046435682028807,Wasu,Done,1/24/2026,Wasu,/Volumes/graphic/_Video Content/Short Video/2026/Moov/01_JAN/TT-FG03-ปิดตาติดฟิล์ม.mp4',,Wasu,Wasu,Wasu,Wasu,,,,,,,,,,,,,,,,,,,,
,Moov,,,FG03,Review,ปิดตาติดฟิล์ม,,https://www.tiktok.com/@moovthailand/video/7598414437078338837,Wasu,Done,1/24/2026,Wasu,/Volumes/graphic/_Video Content/Short Video/2026/Moov/01_JAN/TT-FG03-ปิดตาติดฟิล์ม.mp4',ทดสอบ Hook,Wasu,Wasu,Wasu,Wasu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moov,1/21/2026,10:00:00,CS09 LP03 FG03 CB06,Review,"ปีใหม่ อะไรใหม่ๆ
#Moovthailand #ติดฟิล์ม #ไอเท็มที่ควรมี #เคสมือถือ #Gadget ",,https://www.tiktok.com/@moovthailand/video/7597364972364057863,Ann,Done,1/21/2026,Kukkik,/Volumes/graphic/_Video Content/Short Video/2026/Moov/01_JAN/Moov-ปีใหม่อะไรใหม่.mp4',,Ann,Ann,Namfha,Namfha,,,,,,,,,,,,,,,,,,,,
26 Jan - 1 Feb                                                                                                                                                                                          ,EloopTH,1/31/2026,11:00:00,EW55,Review,"ทดสอบช่องพอร์ต EW55 ชาร์จกี่วัตต์
#orsenbyeloop #EW55  #พาวเวอร์แบงค์ #พาวเวอร์แบงค์ชาร์จไร้สาย #รีวิวEW55",,https://www.tiktok.com/@eloopth/video/7601385166770113848,Ann,Done,1/31/2026,Kukkik,/Volumes/graphic/_Video Content/Short Video/2026/Eloop/01_JAN/TEST-EW55.mp4',,Ann,Ann,Ann,Ai,,,,,,,,https://drive.google.com/file/d/1FiwMvq2DZ1-Uviat_ZGa_qmIrTBCKgb1/view?usp=drive_link,Error,Success,Upload Success,https://platform.postiz.com/p/cml0aqqo9008jnt0yc9pzliu7?share=true,https://platform.postiz.com/p/cml0aqyrs008znt0y6xpk2osz?share=true,https://platform.postiz.com/p/cml0aqyrs008znt0y6xpk2osz?share=true,https://platform.postiz.com/p/cml0aqyrs008znt0y6xpk2osz?share=true,,,,,
,EloopTH,1/27/2026,12:00:00,EW55,Review,"EW55 ชาร์จเร็วไร้สาย 15W
#orsenbyeloop #eloopของแท้ #EW55  #พาวเวอร์แบงค์ #พาวเวอร์แบงค์ไร้สาย ",,https://www.tiktok.com/@eloopth/video/7599889092779838740,Moth,Done,1/27/2026,Kukkik,/Volumes/graphic/_Video Content/Short Video/2026/Eloop/01_JAN/EW55 feature.mp4',,Nu,Moth,Moth,Moth,,,,,,,,,,,,,,,,,,,,
,EloopTH,1/30/2026,19:00:00,E66,Review,"E66 สายชาร์จในตัว ยืดยาวมาก
#orsenbyeloop  #E66  #พาวเวอร์แบงค์ #พาวเวอร์มีสายในตัว #powerbank20000mAh",,https://www.tiktok.com/@eloopth/video/7601123116508630328,Moth,Done,1/30/2026,Kukkik,/Volumes/graphic/_Video Content/Short Video/2026/Eloop/01_JAN/E66 ยืดดดดด.mp4',,Nu,Moth,Moth,Moth,,,,,,,,https://drive.google.com/file/d/18BYqM-bPjwUOUZHuHwYHwRIiYDIS2JSu/view?usp=drive_link,Error,Success,Upload Success,https://platform.postiz.com/p/cml0arqsw009hnt0y6xdqiwfj?share=true,https://platform.postiz.com/p/cml0aryut009int0y5w97km6z?share=true,https://platform.postiz.com/p/cml0aryut009int0y5w97km6z?share=true,https://platform.postiz.com/p/cml0aryut009int0y5w97km6z?share=true,,,,,
,EloopTH,1/28/2026,10:00:00,E66,Review,"E66 สายชาร์จยาวมากกกก
#orsenbyeloop  #E66  #พาวเวอร์แบงค์ #พาวเวอร์มีสายในตัว #powerbank20000mAh",,https://www.tiktok.com/@eloopth/video/7600330222579240248,Yung,Done,1/28/2026,Kukkik,/Volumes/graphic/_Video Content/Short Video/2026/Eloop/01_JAN/E66ยาวมาก.mp4',,Nu,Yung,Yung,Yung,,,,,,,,https://drive.google.com/file/d/1tdIVeH7JU0QKd9IBLJDBgbx7xXcbPTRh/view?usp=drive_link,Error,Success,Upload Success,https://platform.postiz.com/p/cmkwhjouj000bmu0yng5qqvyi?share=true,https://platform.postiz.com/p/cmkwhjwx8000cmu0yoxc79sfm?share=true,https://platform.postiz.com/p/cmkwhjwx8000cmu0yoxc79sfm?share=true,https://platform.postiz.com/p/cmkwhjwx8000cmu0yoxc79sfm?share=true,,,,,
,EloopTH,1/27/2026,19:00:00,E33 Line,Review,"E33 Line มีสายในตัว
#orsenbyeloop #eloopของแท้ #E33  #พาวเวอร์แบงค์ #พาวเวอร์พกพา  #พาวเวอร์มีสายในตัว",,https://www.tiktok.com/@eloopth/video/7600007262123461944,Yung,Done,1/25/2026,Kukkik,/Volumes/graphic/_Video Content/Short Video/2026/Eloop/01_JAN/E33line มีสายในตัว.mp4',,Nu,Yung,Yung,Yung,,,,,,,,https://drive.google.com/file/d/12XToYXGGzqBqInnSGs8LBRk5Pz0yF-9F/view?usp=drive_link,Error,Success,Upload Success,https://platform.postiz.com/p/cmkwhkilk000dmu0ypqtx1trf?share=true,https://platform.postiz.com/p/cmkwhkqos000emu0yd4ducaxt?share=true,https://platform.postiz.com/p/cmkwhkqos000emu0yd4ducaxt?share=true,https://platform.postiz.com/p/cmkwhkqos000emu0yd4ducaxt?share=true,,,,,
,EloopTH,2/1/2026,11:00:00,S6,Review,"สายชาร์จที่ดี ไม่ต้องแพงเสมอไป S6
#สายชาร์จ #orsenbyeloop #ชาร์จเร็ว #สายชาร์จเร็ว #ชาร์จมือถือ #S6",,https://www.tiktok.com/@eloopth/video/7601733053966273803,Yung,Done,2/1/2026,Kukkik,/Volumes/graphic/_Video Content/Short Video/2026/Eloop/01_JAN/S6 สายชาร์จดี.mp4',,Nu,Yung,Yung,Yung,,,,,,,,https://drive.google.com/file/d/17sR1BXoFaE5_UDICSysZcOxq2p_bhGBF/view?usp=drive_link,Error,Success,Upload Success,https://platform.postiz.com/p/cml0asr7k009lnt0yrfsqf0p0?share=true,https://platform.postiz.com/p/cml0asz5s009mnt0ynqsm7biq?share=true,https://platform.postiz.com/p/cml0asz5s009mnt0ynqsm7biq?share=true,https://platform.postiz.com/p/cml0asz5s009mnt0ynqsm7biq?share=true,,,,,
